issue_id,severity,review_source,location,explanation,required_correction,evidence_needed,resolution,verification_status
CD-03,Major,CRM_DOMAIN_REVIEW.md,tex Sec. CRM Migration Task Taxonomy,"Claim that the twelve categories are 'derived from the customization surfaces of mainstream CRM platforms' has no supporting mapping artifact and major surfaces are missing; claim exceeds enterprise realism","Publish a platform-surface-to-category mapping in 01_literature/ or weaken to 'covering common customization mechanisms' and list exclusions","Mapping document or revised manuscript sentence",,OPEN
CD-04,Minor,CRM_DOMAIN_REVIEW.md,legacy_system/validation_rules.vrl ORD-002; cases/business_rules/BIZ-02/target_spec.md,"Discount governance checks the order owner's role rather than the acting user's (VRL has no current-user concept); BIZ-02 normalizes this by declaring actor==owner instead of flagging the quirk","Document the owner-role quirk explicitly in SYSTEM_OVERVIEW.md as a known legacy oddity; note it in BIZ-02 GROUND_TRUTH","Spec/case doc updates",,OPEN
CD-05,Minor,CRM_DOMAIN_REVIEW.md,SYSTEM_OVERVIEW.md Sec.1 (amounts in account currency); legacy_system/scripts/credit_hold_sweep.crms,"Currency codes are present everywhere but no conversion semantics exist; credit exposure sums TOT_AMT and compares to CRED_LIMIT with no currency handling - silently single-currency","State the single-currency assumption in SYSTEM_OVERVIEW.md (or add exchange-rate semantics); mention in Limitations","Updated spec text",,OPEN
CD-06,Minor,CRM_DOMAIN_REVIEW.md,SYSTEM_OVERVIEW.md Sec.1 ('ROLE_DEF/ROLE_PERM') vs legacy_schema.sql (no ROLE_PERM table),"The frozen authority document lists a ROLE_PERM table that the schema does not define; permissions live only in role_permissions.csv","Reconcile: add ROLE_PERM DDL or correct the spec sentence to reference the CSV artifact","Corrected spec or schema",,OPEN
CD-07,Minor,CRM_DOMAIN_REVIEW.md,legacy_system/workflows.xml; cases/workflows/*/tests,"Workflow complexity (3 workflows, single-event fire, set/audit/notify actions, day-granularity timers) is well below real CRM engines; no cascading updates, cross-object actions, or recursion semantics","Scope the workflow-hazard claims in Practical Implications accordingly; consider a multi-step/cross-object workflow case in future work","Revised manuscript text",,OPEN
CD-08,Minor,CRM_DOMAIN_REVIEW.md,all case test fixtures; legacy_system/seed_data/ (716 clean rows),"No dirty-data dimension: every flag/date/code in fixtures and seed data is clean; real legacy migrations are dominated by malformed values; volume is trivial","Acknowledge in Limitations; consider a dirty-data case category in a future version","Revised Limitations; optional new cases",,OPEN
CD-09,Editorial,CRM_DOMAIN_REVIEW.md,legacy_system/scripts/credit_hold_sweep.crms comment ('drops below 80%') vs code (<=); cf. SCR-01 comment-borne rounding rule,"Comment/code imprecision inside a legacy artifact whose comments elsewhere carry normative semantics; 'below 80 percent' contradicts the tested at-or-below-80 release boundary","Fix the comment to 'at or below 80%' (artifact comments are load-bearing in this project)","Corrected script comment",,OPEN
SP-01,Critical,SECURITY_PRIVACY_REVIEW.md,03_source_code/harness/run_case.py (env=dict(os.environ); no sandbox); STUDY_PROTOCOL.md Sec.3; EXPERIMENT_PLAN.md runner design,"Planned C1-C4 runs will execute untrusted model-generated Python with full user privileges, inherited environment (including future API keys), open network and filesystem, and only a 600s timeout; no isolation is specified anywhere","Before any model run: execute candidates in a disposable container/VM or unprivileged network-denied namespace; scrub environment to a whitelist; apply rlimits; mount case dirs read-only; document the sandbox in the manuscript (Setup or Ethics)","Sandboxed runner implementation + protocol amendment logged in PROTOCOL_AMENDMENTS.md + manuscript paragraph",,OPEN
SP-02,Major,SECURITY_PRIVACY_REVIEW.md,03_source_code/harness/run_case.py; STUDY_PROTOCOL.md Sec.7 contamination controls,"Candidate code executes beside the oracle and can locate and read tests/test_acceptance.py, GROUND_TRUTH.md, and reference/ at runtime (stack inspection); the prompt-side redaction of C4 does not cover this channel, making future C4 numbers gameable","Run candidates against a sanitized case copy (tests only, no reference/ or GROUND_TRUTH.md) inside the SP-01 sandbox; add runner detection/logging of out-of-solution file access; disclose the threat in Sec. Threats","Sanitized-execution implementation + threat disclosure text",,OPEN
SP-03,Major,SECURITY_PRIVACY_REVIEW.md,tex Abstract/Conclusion ('security semantics'); DATASET_CARD.md,"Single-tenant design is never disclosed; cross-tenant/cross-org isolation - a headline enterprise CRM security risk probed by cited prior work (CRMArena-Pro) - is silently out of scope of all security claims","Add explicit single-tenant scoping of security claims to Threats/Limitations and the dataset card","Revised manuscript and DATASET_CARD text",,OPEN
SP-04,Major,SECURITY_PRIVACY_REVIEW.md,"cases/integration/INT-01/tests/test_acceptance.py (regex [A-Za-z0-9+]{24,}); validate_cases.py FORBIDDEN; banned-substring tests in RBC/WFL/SCR cases","Credential and network/import scans are evadable heuristics (miss base64url/hex/JWT tokens, os.system, ftplib/smtplib, __import__, string-assembled imports); the protocol's security-violation metric would undercount on adversarial or model-generated candidates","Label the scans as heuristic tripwires in Sec. Oracles; replace substring import checks with AST-based analysis; rely on the SP-01 sandbox for actual enforcement","Updated tests/validator + manuscript wording",,OPEN
SP-05,Minor,SECURITY_PRIVACY_REVIEW.md,cases/rbac/RBC-03/tests/test_acceptance.py; legacy_system/role_permissions.csv (zero NONE rows),"RBC-03's 720-tuple equivalence never exercises scope NONE (matrix has no NONE rows; a NONE-to-allow bug passes) and no fixture has blank TEAM_CD/OWNER_UID, leaving the empty-equality widening path ('' == '') untested; RBC-01 covers NONE only via a synthetic row","Add a synthetic NONE grant and blank-identity fixtures to RBC-03's enumeration; define the blank-identity rule in SYSTEM_OVERVIEW.md Sec.5","Updated tests passing reference validation; spec clarification",,OPEN
SP-06,Minor,SECURITY_PRIVACY_REVIEW.md,04_experiments/prompts/C4_repair_loop.md; 03_source_code/runner/ (absent),"The C4 redaction script (runner/redact_failures.py) is unimplemented and its leakage audit is a 10% manual sample, which cannot demonstrate absence of leakage","Implement and version the redaction script before P3; strengthen the audit (100% automated scan for expected-value literals plus manual sample)","redact_failures.py + audit procedure in the run record",,OPEN
SP-07,Minor,SECURITY_PRIVACY_REVIEW.md,cases/integration/INT-03 (single channel); tex Sec. Ethics; SYSTEM_OVERVIEW.md Sec.8 append-only audit,"Privacy oracles cover only the marketing_sync channel; the append-only audit's retention of OLD_VAL/NEW_VAL personal data vs data-subject erasure is a real migration hazard the ethics section never mentions","Scope the 'privacy exclusions' claims to the tested channel; add one sentence on audit-retention vs erasure tension to Ethics or Implications","Revised manuscript text",,OPEN
SP-08,Minor,SECURITY_PRIVACY_REVIEW.md,project-wide (no threat-model document),"No consolidated threat model exists for oracle integrity, host/API-key protection, result integrity, or gaming adversaries; threats are handled ad hoc where anticipated","Add a short threat-model subsection to the manuscript or DATASET_CARD covering assets, adversaries, and mitigations","Threat-model text",,OPEN
AD-01,Critical,ADVERSARIAL_REVIEW.md,tex Sec. Experimental Setup / Sec. Results; 04_experiments/EXPERIMENT_PLAN.md status header,"No LLM evaluation has been executed; RQ1-RQ4 are unanswered; the title promises evaluation of LLM-assisted migration that the paper does not contain; the project's own EVIDENCE_REQUIRED.md deems the instrument-only framing not recommended without at least one executed model condition","Execute at least the P1/P2 conditions of the frozen protocol before submission, or reframe the paper (with editor pre-check) as a pure instrument/resource paper including title change","05_results/model_runs/ populated per protocol, or documented reframing decision",,OPEN
AD-02,Major,ADVERSARIAL_REVIEW.md,04_experiments/STUDY_PROTOCOL.md Sec.3 (conditions C0-C4 only),"No deterministic rule-based transpiler baseline exists or is planned; the DSLs are small and fully documented, so a compiler might saturate the benchmark - without this control the benchmark cannot demonstrate LLM-necessity or measure headroom","Implement a deterministic transpiler baseline (authors wrote the DSLs) and report it alongside C0; log as a protocol amendment","Baseline implementation + results in 05_results/",,OPEN
AD-03,Major,ADVERSARIAL_REVIEW.md,tex Sec.2-3; 01_literature/NOVELTY_AUDIT.md,"Novelty is incremental assembly of known techniques (CRMArena synthetic org, AlphaTrans execution equivalence, EvalPlus mutation validation, tau-bench pass^k); the residual object-of-evaluation contribution is instantiated only at pilot scale with no model evidence of task difficulty","Strengthen the contribution argument with executed results (AD-01) and/or the transpiler headroom result (AD-02); keep the honest non-novelty disclaimers","Executed results demonstrating the benchmark discriminates systems",,OPEN
AD-04,Major,ADVERSARIAL_REVIEW.md,STUDY_PROTOCOL.md Sec.7 release decision; DATASET_CARD.md limitations; harness/run_case.py,"Tests, reference solutions, and derivations ship in one public artifact, presumptively contaminating every post-release evaluation; held-out variants are only future work; runtime oracle access (SP-02) additionally makes C4 gameable; the benchmark's useful evaluation lifetime may be zero","Build the held-out variant generator before release, or run the first evaluation before public release; fix SP-02; state the contamination window explicitly in the release note","Held-out generator or pre-release evaluation results",,OPEN
AD-05,Major,ADVERSARIAL_REVIEW.md,DATASET_CARD.md provenance; ESTIMATED_COSTS.md price basis; tex Conclusion ('hand-derived') and Acknowledgments,"Cases/tests/references were authored with Claude while the cost plan names only Anthropic models for evaluation; vendor circularity is never discussed as a bias channel, and 'hand-derived executable oracles' strains against the disclosed AI authorship","Discuss authoring-model/evaluated-model circularity in Threats; commit to at least two non-authoring-vendor models in the slate; change 'hand-derived' to 'hand-derivable, human-verified' where applicable","Revised Threats text + protocol model-slate note",,OPEN
AD-06,Major,ADVERSARIAL_REVIEW.md,tex Sec. Dataset ('every non-obvious expected value carries a written derivation') and Sec. Oracles ('at least one negative expectation per case'); validate_cases.py; CLAIM_EVIDENCE_LEDGER.csv,"Two universally quantified methods claims are mechanically unverified (no validator check, no ledger row); spot checks pass but universals need mechanical evidence under the project's own ledger standard","Add validator checks (negative-test presence; derivation-coverage heuristic) and corresponding ledger rows, or weaken the universals","Extended validator output + new ledger rows",,OPEN
AD-07,Minor,ADVERSARIAL_REVIEW.md,tex Sec. Dataset ('sole authority'); cases/legacy_scripts/SCR-01/GROUND_TRUTH.md line 5; SYSTEM_OVERVIEW.md (no storage-rounding rule),"The claim that the specification document is the sole authority for expected behavior is falsified by SCR-01, whose half-up rounding rule is fixed by a script comment not present in SYSTEM_OVERVIEW.md","Move the storage-rounding rule into SYSTEM_OVERVIEW.md Sec.1/Sec.4, or weaken the 'sole authority' sentence to include artifact-embedded semantics","Spec update or manuscript wording change",,OPEN
AD-08,Minor,ADVERSARIAL_REVIEW.md,tex Sec. Failure and Error Analysis; 09_peer_review_audit/mutant_triage.md; 06_figures_tables/surviving_mutants.csv,"Triage now exists and confirms security-category oracle gaps, but the manuscript still frames survivors as to-be-determined, quotes the 92.3% kill rate without the gap findings, and the gaps are unfixed (adversarial angle on SE-04: disclosure lags the evidence)","Update Sec. Failure with triage outcomes (equivalent vs gap counts) after gaps are fixed; do not quote the kill rate without them","Revised manuscript text synchronized with triage and re-validated results",,OPEN
AD-09,Minor,ADVERSARIAL_REVIEW.md,tex line 2 comment; README.md status line; 10_submission_package/ contents; EXPERIMENT_PLAN.md and DATA_CODE_AVAILABILITY.md references,"Dangling references: SUBMISSION_READINESS_REPORT.md (called the authoritative readiness verdict) and FINAL_SUBMISSION_CHECKLIST.md are cited in multiple documents but do not exist in the artifact","Create both documents or remove/redirect the references","Files created or references corrected",,OPEN
AD-10,Minor,ADVERSARIAL_REVIEW.md,05_results/*.jsonl _meta (macOS arm64 / Python 3.14.2 only); tex Data Availability blocker,"All executed results come from a single machine and environment with no CI and no public repository or DOI; the title's 'Reproducible' is currently unearned beyond the authors' own laptop","Reproduce on a second platform (or CI) and complete public hosting + archival deposit before submission","Second-environment logs; repository URL and DOI",,OPEN
AD-11,Minor,ADVERSARIAL_REVIEW.md,tex Sec.2 comparative sentences; 01_literature/PRIOR_WORK_NOTES.md; ledger C008,"Related-work characterizations (e.g. pass^k attribution, WorkArena/ServiceNow claim) are backed by internal notes; ledger verifies reference existence, not the accuracy of each comparative sentence","Add per-claim source pointers (page/section) in PRIOR_WORK_NOTES.md for every comparative sentence used in Sec.2","Annotated prior-work notes",,OPEN
AD-13,Minor,ADVERSARIAL_REVIEW.md,tex Sec.1 ('the risk is concentrated in this layer'),"Empirical motivating assertion carries no citation and no ledger row","Cite supporting industry/postmortem literature or mark explicitly as the authors' motivating experience","Added citation or revised sentence",,OPEN
