issue_id,severity,review_source,location,explanation,required_correction,evidence_needed,resolution,verification_status
E2-15,Minor,CYCLE2_EDITORIAL_PRESENTATION,"07_manuscript/LegacyCRM_Bench_OJCS_v1.tex header lines 6-7 vs hard-coded numbers at lines 334-343, 355-368, 424-427, 449, 504","Macro-discipline drift: the header comment claims all quantitative values are injected from generated/numbers.tex, but the new Results/Ablation/Failure prose hard-codes many executed numbers (335/363, 92.3%, 28/9/2/17 triage split, 11 of 36, 34-36, pass^5 ranges, $0.05/$1.19, 9-21 s, 25 decisions, 3-8% overhead, 31 of 1,620 in Threats). All verified against M1/M4/M5/T1 today, but they can silently drift on any re-run — the exact failure mode the macro rule (and cycle-1 PR-015) exists to prevent.","Promote the recurring prose numbers to numbers.tex macros in make_tex_tables.py (at minimum: pre-fix mutation figures, triage split, C5 11/36, pass^5 ranges, cost/latency range, repair overhead), or annotate the header comment to scope the discipline claim.","Regenerated numbers.tex with new macros; diff showing prose uses them.",,OPEN
E2-16,Minor,CYCLE2_EDITORIAL_PRESENTATION,"07_manuscript/LegacyCRM_Bench_OJCS_v1.tex lines 339, 398, 405 (CI); lines 174-187 (RQ)","Acronym discipline in the new text: 'CI' is used in the kill-rate sentence and both new table captions but 'confidence interval (CI)' is never defined; 'RQ' is likewise never expanded. (Cycle-1 fixes for DSL/AST/RBAC held.)","Expand 'confidence interval (CI)' at first use (Results or Setup) and 'research questions (RQs)' at the Sec. IV opener.","Updated .tex; acronym sweep.",,OPEN
E2-17,Minor,CYCLE2_EDITORIAL_PRESENTATION,05_results/README.md (file table),"Stale: the table's last row says 'model_runs/ (absent) … DO NOT CREATE BY HAND; absent until authorized runs execute' — the directory now exists with MOCK_*, P1_pilot, P2_{sol,terra,luna}, P3_{sol,terra} JSONL + SHA256SUMS; rows are also missing for c5_transpiler_baseline.jsonl, sandbox_probe_ok.json, test_tags.csv/test_tags_draft.csv.","Rewrite the table to describe every file now present and its producer (runner/run_experiment.py, transpiler_c5.py, probe.py, tag_tests.py + review).","Updated 05_results/README.md.",,OPEN
E2-18,Minor,CYCLE2_EDITORIAL_PRESENTATION,10_submission_package/DATA_CODE_AVAILABILITY.md (final paragraph),"Stale: 'Model-evaluation raw outputs (conditions C1-C4) do not exist yet; when runs are executed they will be released…' — they exist (05_results/model_runs/, 04_experiments/raw_outputs/ with SHA-256 manifests).","Rewrite the paragraph: raw outputs exist and are included in the release scope (immutable JSONL + SHA-256 manifests).","Revised statement.",,OPEN
E2-19,Minor,CYCLE2_EDITORIAL_PRESENTATION,10_submission_package/AI_USE_DISCLOSURE.md (component-level record table),"Stale: component row 'Experimental model results | NONE EXIST — nothing AI-fabricated | Execute per protocol when authorized' — results now exist. The row should state they were produced by executing the frozen protocol against commercial APIs (not AI-fabricated) with human authorization per RUN_AUTHORIZATION.md.","Update the row (and re-date the document) to describe the executed runs' provenance.","Revised disclosure table.",,OPEN
E2-20,Minor,CYCLE2_EDITORIAL_PRESENTATION,10_submission_package/FINAL_SUBMISSION_CHECKLIST.md (Evidence section) and COVER_LETTER_DRAFT.md (placeholder paragraph),"Stale/actionable: checklist evidence boxes now satisfied (B1 runs executed with raw outputs + manifests, sandbox probe, redaction + leakage scan, frozen tag map, Results/abstract regenerated) remain unchecked with no status note; the cover letter's results paragraph is still the '[PLACEHOLDER — … once model-evaluation experiments have been executed]' although the gating condition is met.","Check off (or annotate 'done 2026-09-01/02, evidence: …') the satisfied items, leaving genuinely open ones unchecked; draft the cover-letter results paragraph from the executed findings.","Updated checklist; drafted paragraph pending author sign-off.",,OPEN
E2-21,Minor,CYCLE2_EDITORIAL_PRESENTATION,04_experiments/EXPERIMENT_PLAN.md (status header),"Stale: the run-event narrative ends at the mid-P2 credit-exhaustion halt ('resuming requires an account credit top-up (~$9-12 remaining…)') and never records that P2 was completed, P3 executed, and the protocol finished at $33.59 with zero infra errors (as EVIDENCE_REQUIRED.md's 2026-09-02 banner and ledger C022 do).","Append a completion entry to the status header (P2 resumed and completed, P3 executed, final spend, disposition) so the plan's own log matches the evidence documents.","Updated status header.",,OPEN
E2-22,Minor,CYCLE2_EDITORIAL_PRESENTATION,"09_peer_review_audit/ISSUE_REGISTER.csv rows ED-001, BM-01, AD-01, AD-03","Stale dispositions: ED-001/BM-01/AD-01 remain OPEN-BLOCKER with resolutions saying no runs executed ('neither done'), and AD-03 says contribution strength 'depends on executed results (B1)' — the runs are executed and reported (AD-02 was updated to reflect C5 execution; these rows were not).","Re-disposition the four rows against the executed evidence (05_results/model_runs/, manuscript Results) in the cycle-2 register pass.","Updated ISSUE_REGISTER.csv rows.",,OPEN
E2-23,Minor,CYCLE2_EDITORIAL_PRESENTATION,"09_peer_review_audit/CLAIM_EVIDENCE_LEDGER.csv rows C010 and C002 (identical copy in 10_submission_package/)","Ledger self-contradictions: C010 'No LLM evaluation experiments have been executed … VERIFIED 2026-09-01 (absence documented)' now contradicts C022-C030 (executed, VERIFIED 2026-09-02); C002's evidence pointer '(acceptance_tests=505)' contradicts the current T1 TOTAL row (521, post-triage) even though the claim text says 521.","Mark C010 SUPERSEDED-BY C022 (keep for history) and fix C002's source_rows field to the current TOTAL value; sync both ledger copies.","Corrected ledger rows in both locations.",,OPEN
E2-24,Editorial,CYCLE2_EDITORIAL_PRESENTATION,07_manuscript/refs.bib line 27 (vishwakarma2025enterprisebench note); rendered ref [3] page 7,"Rendered bibliography shows 'eMNLP 2025' — IEEEtran.bst lowercases the first letter of the note field, mangling the venue acronym.","Protect the acronym with braces ({EMNLP} 2025 …) in make_bib.py/refs.bib and check other notes beginning with proper nouns.","Regenerated refs.bib; recompiled reference list.",,OPEN
E2-25,Editorial,CYCLE2_EDITORIAL_PRESENTATION,07_manuscript/LegacyCRM_Bench_OJCS_v1.tex lines 53-55 (abstract) vs lines 363-366 (Results),"Abstract lists three failure loci (legacy-convention, cross-artifact, access-control-equivalence oracles) where Results names four failing cases — foreign-key schema reconstruction (completeness) is dropped from the abstract enumeration.","Either add 'schema-completeness' to the abstract list or phrase it as 'concentrate on oracles such as…'.","Revised abstract sentence (recount words; currently 195/250).",,OPEN
E2-26,Editorial,CYCLE2_EDITORIAL_PRESENTATION,07_manuscript/LegacyCRM_Bench_OJCS_v1.tex lines 52-54 (abstract) and 319 (Setup),"Abstract says '1980 sandboxed generations then evaluate three commercial models under four prompting and repair conditions' — the small tier (luna) ran only C1-C3; C4 covered two tiers. The generation count is correct; the 'three models under four conditions' phrasing slightly overstates coverage that Setup scopes properly.","Minor rephrase, e.g. 'under up to four prompting and repair conditions' or 'four conditions (repair on two tiers)'.","Revised abstract wording.",,OPEN
E2-27,Editorial,CYCLE2_EDITORIAL_PRESENTATION,"07_manuscript/LegacyCRM_Bench_OJCS_v1.tex lines 324-325 (Results opener), 360-363 (reliability sentence); overall 19 numbered sections","Style of the new prose: (a) the Results opener's 'two layers' framing (RQ0 / RQ1-RQ4) never says which layer the C5 deterministic-baseline paragraph belongs to; (b) the reliability sentence is dash-spliced into a run-on ('…orders the tiers cleanly --- luna … --- run-to-run nondeterminism, not capability on a single attempt, is where current models differ'); (c) 19 numbered sections remain fragmentary for IEEE journal style (PR-014 ACCEPTED pending template port; with results in hand Secs. XII-XIV invite consolidation).","Mention the baseline control in the two-layer framing; split the run-on into two sentences; revisit section consolidation at the template port.","Revised prose.",,OPEN
E2-28,Editorial,CYCLE2_EDITORIAL_PRESENTATION,06_figures_tables/README.md; 03_source_code/analysis/make_tex_tables.py docstring,"Stale producer documentation: the README attributes all CSVs to analysis/aggregate.py, but M1-M5 and run_disposition.csv are produced by analysis/model_analysis.py; make_tex_tables.py's docstring still says it writes T3_mutation.tex and reads only T1..T3 CSVs from aggregate.py, whereas it now writes T3_model_results.tex from the M tables.","Update the README table and the docstring to name model_analysis.py and the actual outputs.","Updated README and docstring.",,OPEN
E2-29,Editorial,CYCLE2_EDITORIAL_PRESENTATION,README.md (root; status line and Reproduction workflow),"Indirectly stale: the status line delegates to SUBMISSION_READINESS_REPORT.md, which is itself stale (E2-08), and the reproduction workflow ends at aggregate.py — no mention of the model-run analysis chain (model_analysis.py, make_tex_tables.py) now needed to regenerate the paper's Tables III/M tables.","After E2-08 is fixed the status delegation is fine; extend the workflow snippet with the analysis chain (or point at the updated REPRODUCTION_GUIDE.md).","Updated README workflow.",,OPEN
