issue_id,severity,review_source,location,explanation,required_correction,evidence_needed,resolution,verification_status
PR-003,Major,IEEE_PRESENTATION_REVIEW,"07_manuscript/LegacyCRM_Bench_OJCS_v1.tex line 310; F1 PDF MediaBox 515.52x208.8pt","Figure authored at 7.16 in (double-column width) but included at width=\columnwidth (~3.5 in), scaling all fonts to roughly 50% and rendering tick labels around 4-5 pt (illegible; below IEEE sizing guidance).","Either regenerate the figure at 3.5 in width with single-column font sizes, or place it in a figure* double-column float at natural width.","Regenerated figure or updated float; legibility check at print size.",,OPEN
PR-004,Major,IEEE_PRESENTATION_REVIEW,"07_manuscript/refs.bib entries chen2021humaneval, lu2021codexglue, zhuo2024bigcodebench, bhatt2023cyberseceval, bhatt2024cyberseceval2, liu2023agentbench, drouin2024workarena, diggs2024legacy, hans2025coboltesting, zhu2025rigorous","Author lists are silently truncated (e.g. chen2021humaneval lists 6 of ~58 authors) with no 'and others', so the rendered references misstate the complete author set.","Update 03_source_code/analysis/make_bib.py to append 'and others' to truncated lists (IEEE renders et al.) or emit complete author lists; regenerate refs.bib from REFERENCE_VERIFICATION.csv.","Regenerated refs.bib; rendered bibliography showing 'et al.' for truncated lists.",,OPEN
PR-005,Minor,IEEE_PRESENTATION_REVIEW,"07_manuscript/refs.bib entries vishwakarma2025enterprisebench, jimenez2024swebench, lachaux2020transcoder, liu2023evalplus, yao2024taubench, styles2024workbench, liu2023repobench, jain2024livecodebench, golchin2024timetravel","Works with known publication venues are cited as arXiv @misc with the venue only in the note field (e.g. 'EMNLP 2025 (Main Track, per arXiv listing); arXiv preprint'). IEEE style prefers citing the version of record; arXiv-only format is acceptable only for genuinely unpublished preprints.","Where a version of record exists, convert to @inproceedings with proper booktitle/pages/DOI; keep arXiv format only for unpublished works; regenerate via make_bib.py after verifying venues in REFERENCE_VERIFICATION.csv.","Updated REFERENCE_VERIFICATION.csv rows with venue data; regenerated refs.bib.",,OPEN
PR-006,Minor,IEEE_PRESENTATION_REVIEW,"07_manuscript/refs.bib entries efron1979bootstrap, fisler2005margrave; all arXiv @misc entries","efron1979bootstrap lacks pages (1-26); fisler2005margrave gives pages={196} where the paper spans 196-205; and it is unverified whether IEEEtran renders the eprint field so the arXiv identifier actually appears in the compiled reference list.","Add/correct page ranges; compile the bibliography and confirm each arXiv entry shows its arXiv ID in the rendered output, adding it to note/howpublished if not.","Compiled bibliography page showing complete entries.",,OPEN
PR-007,Minor,IEEE_PRESENTATION_REVIEW,"07_manuscript/LegacyCRM_Bench_OJCS_v1.tex lines 15-21, 25-28, 32-35","Presentation elements that must be stripped at submission: tikz DRAFT watermark, \normalsize draft note with date and Sec.~\ref inside \title (a \ref in a title is improper), and placeholder author block.","Remove watermark package/hook, clean the title to the plain paper title, and populate the author block, gated on readiness criteria (see ED-002 for the substantive blocker).","Clean compiled PDF without watermark/draft annotations.",,OPEN
PR-008,Minor,IEEE_PRESENTATION_REVIEW,"07_manuscript/LegacyCRM_Bench_OJCS_v1.tex lines 91 (DSL), 297 (AST), 231 (VRL), 67 (CRM), 72 (LLM)","Acronym-definition defects: DSL and AST are never expanded anywhere; VRL is defined but never used again; CRM and LLM are expanded in the abstract but not re-expanded at first body use (IEEE convention treats abstract as standalone).","Expand 'domain-specific language (DSL)' at line 91 and 'abstract syntax tree (AST)' at line 297; drop or use the VRL acronym; re-expand CRM and LLM at first body use.","Updated .tex; acronym sweep re-run.",,OPEN
PR-009,Minor,IEEE_PRESENTATION_REVIEW,"07_manuscript/LegacyCRM_Bench_OJCS_v1.tex line 310","Figure included via relative path ../06_figures_tables/, so the manuscript directory is not a self-contained submission package; OJ-CS additionally requires figures submitted individually (PS/EPS/PDF/PNG/TIF).","Copy F1 into 07_manuscript/ (or figures/ subdir) at packaging time and update the path; prepare individual figure files for the submission portal.","Self-contained 10_submission_package/ compile.",,OPEN
PR-010,Editorial,IEEE_PRESENTATION_REVIEW,"07_manuscript/generated/T1_composition.tex vs generated/T2_validation.tex (last rows)","Table I's generated body has no \midrule before its Total row while Table II's does; inconsistent booktabs rule usage between the two tables.","Make make_tex_tables.py emit a \midrule before the Total row in both tables; regenerate.","Regenerated T1_composition.tex.",,OPEN
PR-011,Editorial,IEEE_PRESENTATION_REVIEW,"07_manuscript/LegacyCRM_Bench_OJCS_v1.tex lines 39-57","Abstract uses abbreviations (CRM, LLM), deviating from IEEE Author Center guidance that the abstract be without abbreviations; both are at least expanded at first use. Title also contains LLM/CRM (discouraged but common).","Prefer spelled-out forms in the abstract where readability permits; otherwise document the deliberate deviation; reconsider abbreviations in the title.","None (wording change).",,OPEN
PR-012,Editorial,IEEE_PRESENTATION_REVIEW,"07_manuscript/LegacyCRM_Bench_OJCS_v1.tex lines 59-62","Eight IEEEkeywords against the IEEE Author Center guidance of 3-5 keywords or phrases; capitalization inconsistent across the list.","Trim to 3-5 keywords with consistent capitalization.","None (wording change).",,OPEN
PR-013,Editorial,IEEE_PRESENTATION_REVIEW,"07_manuscript/LegacyCRM_Bench_OJCS_v1.tex lines 40-43","Abstract's opening sentence is a 44-word double-conjunction construction packing the migration-layer enumeration and the LLM proposition into one sentence; overloaded for a first sentence.","Split into two sentences (context; then the LLM-assistance proposition).","None (wording change).",,OPEN
PR-014,Editorial,IEEE_PRESENTATION_REVIEW,"07_manuscript/LegacyCRM_Bench_OJCS_v1.tex overall structure; Section XI lines 329-335","Seventeen numbered sections in a 6-page paper is fragmentary for IEEE journal style; Section XI (Ablation) and parts of XII-XIV contain only planned, unexecuted content and should not stand as numbered result-bearing sections.","Consolidate Sections III-V and XI-XIV into fewer top-level sections with subsections; remove or fold planned-only sections until content exists (linked to ED-001).","Restructured .tex on official template.",,OPEN
PR-015,Editorial,IEEE_PRESENTATION_REVIEW,"07_manuscript/LegacyCRM_Bench_OJCS_v1.tex line 245 vs header comment lines 6-7","'716 rows across ten CSVs' is hard-coded in prose despite the file's stated policy that all quantitative values are injected from generated/numbers.tex; value is ledger-verified (C006) but outside the macro discipline.","Add a \SeedRows macro (and CSV count if desired) to make_tex_tables.py output and reference it in the text.","Regenerated numbers.tex containing the macro; updated .tex.",,OPEN
